no,date,time,traffic_type,variation_traffic_from,external_ip,internal_ip,protocol,packet_loss,throughput,latency,jitter,ping,packet_length
1,3/14/2024,9:33:04,Voice,VoIP,108.137.97.103,110.137.195.123,ICMP,0,13.11,9.76,4.25,24,64
2,3/14/2024,9:38:04,Voice,VoIP,108.137.97.103,110.137.195.123,ICMP,3.2,18.11,15.78,9.6,162,64
3,3/14/2024,9:41:40,Voice,VoIP,108.137.97.103,110.137.195.123,ICMP,0,12.13,10.76,9.39,21,64
4,3/14/2024,9:46:06,Voice,VoIP,108.137.97.103,110.137.195.123,ICMP,10.66,3.77,19.12,9.12,25,64
5,3/14/2024,12:23:50,Voice,VoIP,35.229.206.207,110.137.195.123,ICMP,0,10.02,61.97,2.49,14,64
6,3/14/2024,12:25:01,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.25,23,223,56,878
7,3/14/2024,12:27:23,Video ,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.43,6,226,17,416
8,3/14/2024,12:35:45,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.31,229,246,282,4563
9,3/14/2024,12:37:33,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.82,9,350,295,2791
10,3/14/2024,13:07:40,Game,Steam ,110.137.195.148,192.168.100.58,TCP,3,4.55,5,227,13,380.4536082
11,3/14/2024,13:08:02,Voice,VoIP,35.229.206.207,110.137.195.123,ICMP,5.5,9.67,62.37,1.94,22,64
12,3/14/2024,13:08:23,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,2.03,39,227,45,1064
13,3/14/2024,13:10:03,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.71,229,265,305,4766
14,3/14/2024,13:12:44,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.43,7,363,15,546
15,3/14/2024,13:34:04,Video ,Youtube ,110.137.195.148,192.168.100.58,TCP,0,3.35,37,197,46,898
16,3/14/2024,13:36:33,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.41,230,342,293,4756
17,3/14/2024,13:38:22,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.26,8,342,19,566
18,3/14/2024,13:40:11,Game ,Steam,110.137.195.148,192.168.100.58,TCP,0,4.75,6,342,20,556
19,3/14/2024,13:42:39,Video ,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.34,39,340,52,1107
20,3/14/2024,13:45:44,Video,TiktTok,110.137.195.148,192.168.100.58,TCP,3,3.96,6,340,14,510.9484536
21,3/14/2024,13:49:23,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.28,229,237,295,4658
22,3/14/2024,13:50:11,Game,Steam,110.137.195.148,192.168.100.58,TCP,3,4.21,5,237,13,390.4536082
23,3/14/2024,13:59:23,Voice,VoIP,35.229.206.207,110.137.195.123,ICMP,0.84,13.45,62.07,2.9,25,64
24,3/14/2024,14:02:07,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,3.76,8,367,14,551
25,3/14/2024,14:04:45,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.05,39,358,44,1061
26,3/15/2024,20:58:12,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,1.82,39,48,50,799
27,3/15/2024,21:05:09,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,1.35,6,263,25,517
28,3/15/2024,21:09:16,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,2.57,14,246,23,556
29,3/15/2024,21:14:40,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.33,229,244,297,4681
30,3/15/2024,21:17:13,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.15,36,341,44,1017
31,3/15/2024,21:18:03,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.52,234,51,298,4541
32,3/15/2024,21:22:33,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.23,6,245,14,411
33,3/15/2024,21:24:40,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.72,4,366,13,506
34,3/15/2024,21:25:09,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.02,229,251,292,4648
35,3/15/2024,21:27:03,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.49,39,374,46,1093
36,3/15/2024,21:28:41,Game,Steam,110.137.195.148,192.168.100.58,TCP,3,5.44,5,375,32,685.1546392
37,3/15/2024,21:30:30,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.93,6,253,15,427
38,3/15/2024,21:31:33,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.92,39,362,45,1073
39,3/15/2024,21:32:22,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.07,228,375,296,4795
40,3/15/2024,21:36:11,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.66,6,254,13,412
41,3/15/2024,21:37:32,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.36,5,237,17,418
42,3/15/2024,21:40:12,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.59,232,355,277,4659
43,3/15/2024,21:41:20,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,4.48,5,47,14,204
44,3/15/2024,21:42:35,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,3.68,6,245,14,411
45,3/15/2024,21:44:10,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.29,39,248,42,935
46,3/15/2024,21:45:33,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.83,5,247,12,388
47,3/15/2024,21:46:28,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.55,34,35,47,717
48,3/15/2024,21:47:10,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,4.68,6,51,15,225
49,3/15/2024,21:49:05,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.65,227,247,294,4642
50,3/15/2024,21:50:27,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,7.44,5,241,17,422
51,3/15/2024,21:51:45,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.27,6,330,14,496
52,3/15/2024,21:52:28,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.31,238,355,294,4849
53,3/15/2024,21:53:13,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.58,39,375,58,1190
54,3/15/2024,21:56:02,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.95,5,252,22,473
55,3/15/2024,21:58:44,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.86,39,375,53,1150
56,3/15/2024,21:59:17,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.11,237,342,290,4795
57,3/15/2024,22:00:21,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.02,6,376,14,542
58,3/15/2024,22:01:37,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.27,6,18,14,184
59,3/15/2024,22:02:14,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.64,6,19,15,193
60,3/15/2024,22:04:35,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.70,229,375,284,4708
61,3/15/2024,22:06:37,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.86,38,253,45,955
62,3/15/2024,22:07:19,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.12,215,252,297,4563
63,3/15/2024,22:09:43,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.42,39,374,42,1061
64,3/15/2024,22:10:34,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,4.64,7,16,13,183
65,3/15/2024,22:11:23,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.98,6,366,14,532
66,3/15/2024,22:13:04,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,4.22,7,352,13,519
67,3/15/2024,22:14:47,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.50,39,350,45,1061
68,3/15/2024,22:15:31,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.66,6,358,15,532
69,3/15/2024,22:16:14,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.03,230,330,293,4744
70,3/15/2024,22:17:28,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,4.96,6,359,15,533
71,3/15/2024,22:18:37,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.05,37,360,42,1029
72,3/15/2024,22:20:09,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.06,39,252,48,987
73,3/15/2024,22:21:18,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.40,216,368,293,4656
74,3/15/2024,22:54:02,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.39,37,51,54,816
75,3/15/2024,22:55:38,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,6.12,7,357,32,676
76,3/15/2024,23:02:31,Game,Xbox,110.137.195.148,192.168.100.58,TCP,2,3.98,245,223,294,4868
77,3/15/2024,23:04:43,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,5.39,6,254,14,420
78,3/15/2024,23:05:17,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.79,26,21,49,647
79,3/15/2024,23:06:13,Video,TikTok,110.137.195.148,192.168.100.58,TCP,3,5.24,7,252,28,547.6597938
80,3/15/2024,23:07:49,Game,Steam,110.137.195.148,192.168.100.58,TCP,1,5.03,6,48,14,215.6161616
81,3/15/2024,23:08:24,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.21,227,51,316,4622
82,3/15/2024,23:09:31,Game,Steam,110.137.195.148,192.168.100.58,TCP,2,5.04,7,335,15,521.5918367
83,3/15/2024,23:11:02,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.11,8,373,18,589
84,3/15/2024,23:12:48,Game,Xbox,110.137.195.148,192.168.100.58,TCP,4,3.60,234,255,294,4889
85,3/15/2024,23:14:06,Game,Steam,110.137.195.148,192.168.100.58,TCP,1,5.63,6,264,17,455.8585859
86,3/15/2024,23:15:35,Video,Youtube,110.137.195.148,192.168.100.58,TCP,3,3.69,32,335,44,993.8041237
87,3/15/2024,23:16:47,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.18,8,258,18,474
88,3/15/2024,23:17:31,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.02,7,17,14,192
89,3/15/2024,23:19:22,Video,Youtube,110.137.195.148,192.168.100.58,TCP,1,3.62,36,258,46,956.6262626
90,3/15/2024,23:20:09,Game,Steam,110.137.195.148,192.168.100.58,TCP,4.3,3.66,5,376,14,539.8296761
91,3/15/2024,23:21:33,Game,Steam,110.137.195.148,192.168.100.58,TCP,2,4.32,6,256,16,441.5918367
92,3/15/2024,23:23:12,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.24,227,258,288,4605
93,3/15/2024,23:24:39,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,5.16,22,253,51,859
94,3/15/2024,23:26:04,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,3.56,220,372,308,4816
95,3/15/2024,23:27:45,Video,TikTok,110.137.195.148,192.168.100.58,TCP,2.5,4.49,8,332,16,536.9230769
96,3/15/2024,23:29:06,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,3.95,36,374,47,1074
97,3/15/2024,23:30:21,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,4.24,230,19,302,4505
98,3/15/2024,23:31:11,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,4.71,28,38,44,642
99,3/15/2024,23:33:30,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,5.94,7,253,30,556
100,3/15/2024,23:37:17,Game,Steam,110.137.195.148,192.168.100.58,TCP,3,4.64,6,254,16,441.443299
101,3/16/2024,12:07:40,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,56.52,1.02,83.86,19.79,153,64
102,3/16/2024,12:07:51,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,81.73,7.82,113.81,71.02,20,64
103,3/16/2024,12:11:28,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,11.21,14.67,68.93,7.66,218,64
104,3/16/2024,12:11:35,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,9.46,33.33,14.15,236,64
105,3/16/2024,12:14:07,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,5.79,14.46,71.06,9.8,218,64
106,3/16/2024,12:16:53,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,4.1,15.58,69.41,14.14,148,64
107,3/16/2024,12:16:58,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.63,15.91,24.48,12.92,228,64
108,3/16/2024,12:17:02,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,4.1,8.28,69.41,14.14,148,64
109,3/16/2024,12:29:09,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0.78,14.54,65.14,4.9,19,64
110,3/16/2024,12:29:13,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0.78,13.03,65.14,4.9,146,64
111,3/16/2024,12:29:19,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,15.77,22.32,5.03,228,64
112,3/16/2024,12:36:42,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0.8,14.46,62.56,2.52,147,64
113,3/16/2024,12:36:50,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,2.69,19.62,3,260,64
114,3/16/2024,12:36:59,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0.8,6.61,62.56,2.52,147,64
115,3/16/2024,12:59:15,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,2.4,10.3,66.51,12.24,152,64
116,3/16/2024,12:59:19,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.79,16.25,23.7,10.08,246,64
117,3/16/2024,12:59:26,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,2.4,16.06,66.51,12.24,152,64
118,3/16/2024,13:24:33,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,15.28,65.88,5.98,152,64
119,3/16/2024,13:24:38,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.61,16.05,19.9,2.68,245,64
120,3/16/2024,13:24:42,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,7.09,65.88,5.98,152,64
121,3/16/2024,13:31:04,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.65,16.04,21.87,5.36,30,64
122,3/16/2024,13:31:07,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,11.86,67.49,9.76,20,64
123,3/16/2024,13:31:11,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0.81,12.71,67.14,8.1,20,64
124,3/16/2024,13:49:43,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0.81,14.11,67.94,10.38,20,64
125,3/16/2024,13:49:46,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,15.52,22.31,8.17,243,64
126,3/16/2024,13:49:50,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0.81,16.1,67.94,10.38,20,64
127,3/16/2024,13:53:25,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,5.26,15.98,65.85,7.6,154,64
128,3/16/2024,13:53:29,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,3.45,12.73,35.31,4.08,31,64
129,3/16/2024,13:53:32,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,2.56,10.67,62.03,2.81,154,64
130,3/16/2024,14:14:53,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,15.71,20.55,3.05,240,64
131,3/16/2024,14:14:57,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,8.91,63.07,8.63,155,64
132,3/16/2024,14:15:00,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,10.92,63.07,8.63,155,64
133,3/16/2024,17:09:22,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,1.64,40,50,45,770
134,3/16/2024,17:11:32,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,1.52,284,34,300,4990
135,3/16/2024,17:14:11,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,2.06,4,349,10,465
136,3/16/2024,17:15:42,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,2.10,6,50,15,224
137,3/16/2024,17:17:15,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,1.77,38,347,41,1017
138,3/16/2024,17:18:48,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,1.31,5,252,12,393
139,3/16/2024,17:20:19,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,2.42,6,348,14,514
140,3/16/2024,17:21:38,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,1.87,237,349,280,4722
141,3/16/2024,17:22:16,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,2.37,7,373,15,556
142,3/16/2024,17:24:26,Video,Youtube,110.137.195.148,192.168.100.58,TCP,0,2.03,30,368,43,982
143,3/16/2024,17:26:43,Game,Steam,110.137.195.148,192.168.100.58,TCP,3,2.39,5,370,13,523.4536082
144,3/16/2024,17:27:40,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,2.62,4,368,13,508
145,3/16/2024,17:28:35,Game,Xbox,110.137.195.148,192.168.100.58,TCP,2.7,1.89,229,50,300,4628.434738
146,3/16/2024,17:29:49,Video,TikTok,110.137.195.148,192.168.100.58,TCP,4,1.96,5,369,20,582.3333333
147,3/16/2024,17:30:21,Game,Xbox,110.137.195.148,192.168.100.58,TCP,0,1.89,224,20,293,4380
148,3/16/2024,17:31:37,Video,Youtube,110.137.195.148,192.168.100.58,TCP,1,1.97,36,38,53,793.1919192
149,3/16/2024,17:33:19,Game,Steam,110.137.195.148,192.168.100.58,TCP,0,1.77,5,371,12,512
150,3/16/2024,17:34:23,Video,TikTok,110.137.195.148,192.168.100.58,TCP,0,2.08,8,349,14,533
151,3/16/2024,17:35:27,Game,Xbox,110.137.195.148,192.168.100.58,TCP,3,1.88,239,240,305,4965.597938
152,3/16/2024,17:37:05,Video,Youtube,110.137.195.148,192.168.100.58,TCP,1,1.77,34,36,44,700.3030303
153,3/16/2024,19:26:12,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,3.33,15.7,72.77,10.38,195,64
154,3/16/2024,19:26:15,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,3.33,11.1,72.22,10.38,195,64
155,3/16/2024,19:26:19,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,2.44,4.23,29.58,15.97,283,64
156,3/16/2024,19:42:43,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,8.81,65.18,8.94,156,64
157,3/16/2024,19:42:46,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,16.08,22.28,7.83,243,64
158,3/16/2024,19:42:50,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,15.96,65.18,8.94,156,64
159,3/16/2024,19:56:42,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.83,16.01,19.31,1.85,243,64
160,3/16/2024,19:56:47,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,16.17,61.78,1.98,151,64
161,3/16/2024,19:56:51,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,14.47,61.78,1.98,151,64
162,3/16/2024,20:23:02,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,15.97,62.87,6.72,153,64
163,3/16/2024,20:23:08,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,11.99,62.87,6.72,153,64
164,3/16/2024,20:23:15,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,15.64,20.56,21.56,242,64
165,3/16/2024,20:48:14,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,7.62,62.11,2.72,20,64
166,3/16/2024,20:48:23,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,16.04,19.73,2.46,30,64
167,3/16/2024,20:48:29,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,15.92,62.11,2.72,20,64
168,3/16/2024,20:53:26,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.84,15.63,32.78,15.45,32,64
169,3/16/2024,20:53:29,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,8.26,15.86,64.35,5.79,20,64
170,3/16/2024,20:53:33,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,14.37,61.66,1.84,156,64
171,3/16/2024,21:07:37,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,16.19,61.32,2.85,20,64
172,3/16/2024,21:07:41,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,5.05,19.63,2.6,30,64
173,3/16/2024,21:07:45,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,14.01,61.32,2.85,181,64
174,3/16/2024,21:36:48,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,7.76,15.23,106.55,65.53,20,64
175,3/16/2024,21:36:52,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,7.76,5.62,106.55,65.53,20,64
176,3/16/2024,21:36:58,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,11.4,9.82,66.55,65.82,252,64
177,3/18/2024,8:51:30,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,1.61,4.07,39.64,3.67,26,64
178,3/18/2024,8:51:34,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,2.4,4.23,65.48,8.66,218,64
179,3/18/2024,8:51:37,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.61,4.11,27.11,6.94,25,64
180,3/18/2024,8:54:12,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,7.26,3.93,65.85,6.58,206,64
181,3/18/2024,8:54:15,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,6.56,4.34,25.85,6.5,217,64
182,3/18/2024,8:54:21,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,14.29,4.42,43.37,9.3,218,64
183,3/18/2024,9:43:50,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.61,3.39,24.14,3.18,211,64
184,3/18/2024,9:43:54,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,1.61,3.67,41.27,6.59,208,64
185,3/18/2024,9:43:59,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0.8,3.65,65.27,4.1,218,64
186,3/18/2024,10:22:26,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,4.55,3.65,67.04,9.03,211,64
187,3/18/2024,10:22:30,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,0,4.22,44.32,4.01,203,64
188,3/18/2024,10:22:33,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.85,4.10,47.22,20.53,202,64
189,3/18/2024,10:46:02,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,1.64,4.44,64.59,3.58,26,64
190,3/18/2024,10:46:06,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,2.42,4.48,38.61,2.4,207,64
191,3/18/2024,10:46:09,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.85,4.16,24.02,3.71,208,64
192,3/18/2024,13:14:22,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0,3.76,30.26,21.11,27,64
193,3/18/2024,13:14:28,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0,4.17,67.16,9.18,208,64
194,3/18/2024,13:17:54,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,1.65,2.27,24.22,4.29,214,64
195,3/18/2024,13:17:59,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,0.81,3.30,66.4,7.57,208,64
196,3/18/2024,13:18:04,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,7.32,4.08,41.94,6.79,212,64
197,3/18/2024,13:21:31,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,4.69,4.07,26.45,8.11,27,64
198,3/18/2024,13:26:38,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,4.1,3.20,37.84,15.95,208,64
199,3/18/2024,13:35:57,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,0.79,3.87,28.92,6.05,209,64
200,3/18/2024,13:43:06,Voice,VoIP,104.215.189.26,163.116.193.94,ICMP,5.04,2.30,115.85,72.75,202,64
201,3/18/2024,13:47:12,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,4.24,2.83,86.82,29.69,26,64
202,3/18/2024,13:47:16,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,4.88,4.02,62.25,24.56,209,64
203,3/18/2024,13:52:05,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,13.76,2.45,69.11,11.86,207,64
204,3/18/2024,13:52:08,Voice,VoIP,108.137.97.103,163.116.193.94,ICMP,8.87,3.66,49.55,14.2,26,64
205,3/18/2024,13:52:11,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,7.89,3.2,29.49,11.13,210,64
206,3/18/2024,13:56:45,Voice,VoIP,35.229.206.207,163.116.193.94,ICMP,1.61,1.86,73.53,16.95,206,64
207,3/18/2024,13:56:49,Voice,VoIP,104.215.189.26,163.116.193.113,ICMP,1.64,3.3,33.18,14.57,209,64
